bigError,rating,Touches,TackleWonTotal,goalScored,ShotBlocked,playedMinutes,pitch,PassLongBallTotal,bigClearance,score,matchIdentifier,KeyPassTotal,ShotsTotal,PassThroughBallAccurate,PassThroughBallTotal,PassCrossTotal,ShotOnTarget,PassSuccessInMatch,bigChanceMiss,FoulCommitted,Name,yellowCard,season,OffsideGiven,PassLongBallAccurate,scoreTeam,TotalPasses,assists,date,Position,Turnover,ClearanceTotal,DribbleWon,redCard,InterceptionAll,DuelAerialWon,matchdayIdentifier,PassCrossAccurate,team,FoulGiven,Dispossessed,result
0,7.00,37,0,0,0,90,home,5,0,5 : 0,969088,0,0,0,0,0,0,96.4,0,0,Manuel Neuer,False,2015-2016,0,4,5,28,0,5-Aug-15,GK,0,0,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,0,0,win
0,7.35,77,1,0,0,71,home,4,0,5 : 0,969088,1,1,0,0,1,0,88.9,0,0,Philipp Lahm,False,2015-2016,0,4,5,72,0,5-Aug-15,DR,0,0,1,False,0,1,2015-2016_matchday_1_Bayern-Hamburg,1,Bayern,1,0,win
0,7.29,103,0,0,0,90,home,12,0,5 : 0,969088,1,3,0,0,0,1,86,0,1,Jérôme Boateng,True,2015-2016,0,6,5,93,0,5-Aug-15,DC,2,1,0,False,3,3,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,0,0,win
0,9.30,92,4,1,0,90,home,3,0,5 : 0,969088,0,1,0,0,0,1,93.7,0,1,Medhi Benatia,False,2015-2016,0,1,5,79,0,5-Aug-15,DC,0,6,0,False,2,10,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,1,0,win
0,8.06,87,1,0,1,90,home,4,0,5 : 0,969088,2,3,0,0,3,2,89,0,0,David Alaba,False,2015-2016,0,3,5,73,0,5-Aug-15,DL,1,0,2,False,1,3,2015-2016_matchday_1_Bayern-Hamburg,1,Bayern,1,1,win
0,7.51,91,0,0,0,55,home,6,0,5 : 0,969088,3,1,0,1,2,0,91.9,0,2,Xabi Alonso,True,2015-2016,0,3,5,86,1,5-Aug-15,DMC,0,0,0,False,1,0,2015-2016_matchday_1_Bayern-Hamburg,2,Bayern,0,0,win
0,6.93,47,2,0,0,64,home,1,0,5 : 0,969088,1,1,1,1,2,0,85.7,0,0,Arjen Robben,False,2015-2016,0,1,5,35,0,5-Aug-15,MR,0,0,1,False,0,1,2015-2016_matchday_1_Bayern-Hamburg,1,Bayern,0,3,win
0,8.01,134,5,0,0,90,home,16,0,5 : 0,969088,3,1,0,0,0,0,95.2,0,2,Arturo Vidal,False,2015-2016,0,14,5,126,0,5-Aug-15,MC,1,0,0,False,0,2,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,4,0,win
0,9.04,42,0,2,0,90,home,1,0,5 : 0,969088,0,3,0,0,0,2,78.6,0,0,Thomas Müller,False,2015-2016,0,0,5,28,0,5-Aug-15,MC,1,0,5,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,0,2,win
0,9.49,77,1,1,0,90,home,1,0,5 : 0,969088,3,4,0,0,6,1,85.5,0,3,Douglas Costa,False,2015-2016,1,0,5,55,1,5-Aug-15,ML,1,0,5,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,3,Bayern,1,1,win
0,8.97,33,1,1,0,90,home,1,0,5 : 0,969088,2,4,1,1,0,1,73.7,0,0,Robert Lewandowski,False,2015-2016,2,0,5,19,1,5-Aug-15,FW,2,0,1,False,0,2,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,3,4,win
0,7.11,39,2,0,0,35,home,4,0,5 : 0,969088,1,1,0,0,3,1,93.1,0,0,Rafinha,False,2015-2016,0,4,5,29,0,5-Aug-15,Sub,1,0,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,1,Bayern,0,0,win
0,6.41,29,0,0,0,26,home,0,0,5 : 0,969088,0,0,0,0,0,0,89.5,0,1,Mario Götze,False,2015-2016,0,0,5,19,0,5-Aug-15,Sub,5,0,2,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,0,3,win
0,6.37,30,0,0,0,19,home,2,0,5 : 0,969088,1,0,0,0,0,0,89.7,0,0,Thiago Alcántara,False,2015-2016,0,2,5,29,0,5-Aug-15,Sub,1,0,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,1,0,win
0,-,0,0,0,0,90,home,0,0,5 : 0,969088,0,0,0,0,0,0,0,0,0,Pierre-Emile Højbjerg,False,2015-2016,0,0,5,0,0,5-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,0,0,win
0,-,0,0,0,0,90,home,0,0,5 : 0,969088,0,0,0,0,0,0,0,0,0,Joshua Kimmich,False,2015-2016,0,0,5,0,0,5-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,0,0,win
0,-,0,0,0,0,90,home,0,0,5 : 0,969088,0,0,0,0,0,0,0,0,0,Sven Ulreich,False,2015-2016,0,0,5,0,0,5-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,0,0,win
0,-,0,0,0,0,90,home,0,0,5 : 0,969088,0,0,0,0,0,0,0,0,0,Juan Bernat,False,2015-2016,0,0,5,0,0,5-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Bayern,0,0,win
0,5.60,41,0,0,0,90,away,21,0,5 : 0,969088,0,0,0,0,0,0,64.7,0,0,René Adler,False,2015-2016,0,9,0,34,0,5-Aug-15,GK,0,1,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,0,defeat
0,6.24,30,3,0,1,90,away,2,0,5 : 0,969088,0,1,0,0,0,0,57.1,0,1,Dennis Diekmeier,True,2015-2016,0,0,0,14,0,5-Aug-15,DR,1,3,2,False,3,1,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,1,0,defeat
0,6.06,36,4,0,1,90,away,6,0,5 : 0,969088,0,0,0,0,0,0,66.7,0,2,Emir Spahic,True,2015-2016,0,1,0,21,0,5-Aug-15,DC,0,9,0,False,0,4,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,0,defeat
0,5.93,35,4,0,0,90,away,7,0,5 : 0,969088,0,0,0,0,0,0,65,0,1,Johan Djourou,False,2015-2016,0,2,0,20,0,5-Aug-15,DC,0,8,0,False,1,1,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,1,defeat
2,4.08,27,3,0,0,90,away,8,0,5 : 0,969088,0,0,0,0,1,0,33.3,0,0,Matthias Ostrzolek,False,2015-2016,0,2,0,15,0,5-Aug-15,DL,0,2,0,False,2,0,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,1,defeat
0,6.10,34,3,0,0,90,away,8,0,5 : 0,969088,0,1,0,0,0,1,66.7,0,1,Lewis Holtby,False,2015-2016,0,2,0,27,0,5-Aug-15,MC,0,0,1,False,1,0,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,1,0,defeat
0,6.40,19,0,0,0,60,away,0,0,5 : 0,969088,0,0,0,0,0,0,75,0,2,Albin Ekdal,False,2015-2016,0,0,0,12,0,5-Aug-15,MC,1,1,1,False,3,2,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,1,1,defeat
0,6.08,28,2,0,0,90,away,4,0,5 : 0,969088,0,0,0,0,0,0,72.2,0,1,Gideon Jung,False,2015-2016,0,2,0,18,0,5-Aug-15,MC,0,1,2,False,1,1,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,3,1,defeat
0,6.50,36,4,0,0,90,away,1,0,5 : 0,969088,2,1,0,0,0,0,42.9,0,0,Michael Gregoritsch,False,2015-2016,0,0,0,21,0,5-Aug-15,FWR,1,1,0,False,2,6,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,1,3,defeat
0,6.35,28,0,0,0,68,away,0,0,5 : 0,969088,1,1,0,0,0,0,79,0,2,Sven Schipplock,False,2015-2016,0,0,0,19,0,5-Aug-15,FW,1,1,0,False,3,3,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,3,1,defeat
0,5.82,25,0,0,0,68,away,2,0,5 : 0,969088,0,0,0,0,1,0,81.3,0,0,Ivo Ilicevic,False,2015-2016,0,1,0,16,0,5-Aug-15,FWL,1,0,0,False,2,1,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,2,defeat
0,6.06,10,1,0,0,22,away,2,0,5 : 0,969088,0,0,0,0,0,0,42.9,0,0,Marcelo Díaz,False,2015-2016,0,1,0,7,0,5-Aug-15,Sub,0,1,1,False,0,1,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,0,defeat
0,5.67,10,0,0,0,30,away,1,0,5 : 0,969088,1,1,0,0,0,0,85.7,0,1,Ivica Olic,False,2015-2016,0,0,0,7,0,5-Aug-15,Sub,1,1,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,0,defeat
0,5.78,7,0,0,0,22,away,0,0,5 : 0,969088,0,0,0,0,0,0,80,0,1,Pierre-Michel Lasogga,False,2015-2016,0,0,0,5,0,5-Aug-15,Sub,1,0,0,False,0,2,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,1,defeat
0,-,0,0,0,0,90,away,0,0,5 : 0,969088,0,0,0,0,0,0,0,0,0,Nicolai Müller,False,2015-2016,0,0,0,0,0,5-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,0,defeat
0,-,0,0,0,0,90,away,0,0,5 : 0,969088,0,0,0,0,0,0,0,0,0,Gotoku Sakai,False,2015-2016,0,0,0,0,0,5-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,0,defeat
0,-,0,0,0,0,90,away,0,0,5 : 0,969088,0,0,0,0,0,0,0,0,0,Gojko Kacar,False,2015-2016,0,0,0,0,0,5-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,0,defeat
0,-,0,0,0,0,90,away,0,0,5 : 0,969088,0,0,0,0,0,0,0,0,0,Andreas Hirzel,False,2015-2016,0,0,0,0,0,5-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Bayern-Hamburg,0,Hamburg,0,0,defeat
0,6.48,50,0,0,0,93,home,23,0,2 : 1,969096,0,0,0,0,0,0,80.7,0,0,Bernd Leno,False,2015-2016,0,17,2,31,0,6-Aug-15,GK,0,2,0,False,1,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,0,0,win
0,8.28,74,2,0,0,93,home,14,0,2 : 1,969096,3,0,0,0,3,0,67.4,0,0,Roberto Hilbert,False,2015-2016,0,8,2,46,0,6-Aug-15,DR,1,8,5,False,5,5,2015-2016_matchday_1_Leverkusen-Hoffenheim,2,Leverkusen,1,2,win
0,7.50,50,0,0,0,93,home,9,0,2 : 1,969096,0,0,0,0,0,0,79.4,0,0,Jonathan Tah,False,2015-2016,0,5,2,34,0,6-Aug-15,DC,1,6,2,False,4,5,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,1,0,win
0,7.76,36,4,0,0,93,home,5,0,2 : 1,969096,0,4,0,0,0,1,50,0,1,Kyriakos Papadopoulos,False,2015-2016,0,1,2,16,0,6-Aug-15,DC,0,7,0,False,3,7,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,1,0,win
0,7.88,74,3,0,0,93,home,6,0,2 : 1,969096,1,2,0,0,7,1,76.7,0,2,Wendell,True,2015-2016,0,1,2,43,0,6-Aug-15,DL,4,4,4,False,1,5,2015-2016_matchday_1_Leverkusen-Hoffenheim,3,Leverkusen,3,1,win
0,6.89,69,1,0,0,93,home,6,0,2 : 1,969096,0,0,0,0,1,0,82.4,0,1,Christoph Kramer,False,2015-2016,0,5,2,51,0,6-Aug-15,DMC,0,2,1,False,5,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,2,4,win
0,6.98,45,4,0,0,59,home,3,0,2 : 1,969096,1,1,0,0,0,0,63.9,0,1,Lars Bender,False,2015-2016,0,1,2,36,0,6-Aug-15,DMC,0,1,0,False,1,4,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,1,1,win
0,8.01,45,5,0,0,90,home,0,0,2 : 1,969096,3,0,0,0,5,0,80,0,2,Karim Bellarabi,False,2015-2016,1,0,2,15,0,6-Aug-15,AMR,4,1,4,False,3,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,1,Leverkusen,2,2,win
0,8.36,72,1,0,1,93,home,3,0,2 : 1,969096,7,5,0,0,13,3,81.6,0,2,Hakan Calhanoglu,False,2015-2016,0,1,2,38,0,6-Aug-15,AMC,4,1,3,False,1,2,2015-2016_matchday_1_Leverkusen-Hoffenheim,7,Leverkusen,1,2,win
0,6.19,29,0,0,0,63,home,1,0,2 : 1,969096,0,2,0,0,0,0,76.5,0,1,Son Heung-Min,False,2015-2016,0,1,2,17,0,6-Aug-15,AML,1,0,2,False,1,1,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,0,3,win
0,8.90,60,0,1,0,93,home,1,0,2 : 1,969096,1,7,0,0,0,2,65,0,1,Stefan Kießling,False,2015-2016,0,0,2,40,0,6-Aug-15,FW,2,0,3,False,1,17,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,5,3,win
0,6.00,1,0,0,0,3,home,0,0,2 : 1,969096,0,0,0,0,0,0,100,0,0,André Ramalho,False,2015-2016,0,0,2,1,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,0,0,win
0,7.24,15,0,1,0,30,home,1,0,2 : 1,969096,2,2,0,0,0,1,81.8,0,0,Julian Brandt,False,2015-2016,0,1,2,11,0,6-Aug-15,Sub,1,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,0,1,win
0,7.43,26,0,0,0,34,home,1,0,2 : 1,969096,2,2,0,0,0,1,82.4,0,1,Admir Mehmedi,False,2015-2016,1,1,2,17,1,6-Aug-15,Sub,0,0,4,False,1,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,0,1,win
0,-,0,0,0,0,93,home,0,0,2 : 1,969096,0,0,0,0,0,0,0,0,0,Robbie Kruse,False,2015-2016,0,0,2,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,0,0,win
0,-,0,0,0,0,93,home,0,0,2 : 1,969096,0,0,0,0,0,0,0,0,0,Charles Aránguiz,False,2015-2016,0,0,2,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,0,0,win
0,-,0,0,0,0,93,home,0,0,2 : 1,969096,0,0,0,0,0,0,0,0,0,Dario Kresic,False,2015-2016,0,0,2,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,0,0,win
0,-,0,0,0,0,93,home,0,0,2 : 1,969096,0,0,0,0,0,0,0,0,0,Giulio Donati,False,2015-2016,0,0,2,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Leverkusen,0,0,win
0,7.63,66,0,0,0,93,away,29,0,2 : 1,969096,0,0,0,0,0,0,40,0,0,Oliver Baumann,False,2015-2016,0,5,1,40,0,6-Aug-15,GK,0,4,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,0,0,defeat
0,6.91,36,1,0,1,93,away,5,0,2 : 1,969096,0,0,0,0,0,0,57.1,0,1,Pavel Kaderábek,False,2015-2016,0,0,1,21,0,6-Aug-15,DR,0,7,1,False,2,5,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,1,0,defeat
0,6.81,52,3,0,1,93,away,3,0,2 : 1,969096,0,0,0,0,0,0,73.5,0,0,Niklas Süle,False,2015-2016,0,0,1,34,0,6-Aug-15,DC,0,9,0,False,2,1,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,1,0,defeat
0,6.84,42,0,0,2,93,away,11,0,2 : 1,969096,0,0,0,0,0,0,48.3,0,1,Fabian Schär,False,2015-2016,0,5,1,29,0,6-Aug-15,DC,0,6,2,False,3,3,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,1,0,defeat
0,6.65,38,4,0,0,93,away,6,0,2 : 1,969096,0,0,0,0,0,0,50,0,3,Jin-Su Kim,False,2015-2016,0,0,1,26,0,6-Aug-15,DL,0,5,0,False,2,1,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,2,0,defeat
0,7.79,51,6,0,1,93,away,2,0,2 : 1,969096,1,0,0,0,0,0,72.7,0,2,Pirmin Schwegler,False,2015-2016,0,1,1,33,0,6-Aug-15,DMC,1,4,0,False,5,6,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,0,0,defeat
0,6.44,26,1,0,0,71,away,0,0,2 : 1,969096,2,0,0,0,6,0,78.6,0,0,Jonathan Schmid,False,2015-2016,0,0,1,14,0,6-Aug-15,MC,1,0,0,False,1,1,2015-2016_matchday_1_Leverkusen-Hoffenheim,2,Hoffenheim,2,1,defeat
0,7.56,44,6,0,0,81,away,1,0,2 : 1,969096,1,1,1,1,0,0,76.2,0,1,Eugen Polanski,False,2015-2016,0,1,1,21,1,6-Aug-15,MC,3,1,1,False,2,1,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,2,3,defeat
0,7.31,41,3,1,0,93,away,1,0,2 : 1,969096,0,3,0,0,2,2,52.4,0,0,Steven Zuber,False,2015-2016,0,0,1,21,0,6-Aug-15,AMC,1,1,2,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,3,2,defeat
0,6.08,31,2,0,0,93,away,1,0,2 : 1,969096,1,1,0,0,1,0,52.2,0,4,Kevin Volland,False,2015-2016,0,0,1,23,0,6-Aug-15,FW,0,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,1,Hoffenheim,0,3,defeat
0,6.91,31,3,0,0,57,away,0,0,2 : 1,969096,0,1,0,0,0,0,40,0,2,Kevin Kurányi,False,2015-2016,1,0,1,15,0,6-Aug-15,FW,0,2,1,False,2,5,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,0,2,defeat
0,6.38,13,0,0,0,22,away,0,0,2 : 1,969096,0,0,0,0,1,0,50,0,1,Mark Uth,False,2015-2016,0,0,1,8,0,6-Aug-15,Sub,0,1,2,False,0,1,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,0,0,defeat
0,5.94,17,2,0,0,36,away,2,0,2 : 1,969096,0,0,0,0,0,0,54.6,0,3,Tobias Strobl,False,2015-2016,0,0,1,11,0,6-Aug-15,Sub,0,2,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,0,1,defeat
0,6.08,6,1,0,0,12,away,0,0,2 : 1,969096,0,0,0,0,0,0,75,0,0,Philipp Ochs,False,2015-2016,0,0,1,4,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,0,1,defeat
0,-,0,0,0,0,93,away,0,0,2 : 1,969096,0,0,0,0,0,0,0,0,0,Ermin Bicakcic,False,2015-2016,0,0,1,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,0,0,defeat
0,-,0,0,0,0,93,away,0,0,2 : 1,969096,0,0,0,0,0,0,0,0,0,Jeremy Toljan,False,2015-2016,0,0,1,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,0,0,defeat
0,-,0,0,0,0,93,away,0,0,2 : 1,969096,0,0,0,0,0,0,0,0,0,Jens Grahl,False,2015-2016,0,0,1,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,0,0,defeat
0,-,0,0,0,0,93,away,0,0,2 : 1,969096,0,0,0,0,0,0,0,0,0,Sebastian Rudy,False,2015-2016,0,0,1,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Leverkusen-Hoffenheim,0,Hoffenheim,0,0,defeat
0,6.62,38,0,0,0,94,home,10,0,0 : 1,969107,0,0,0,0,0,0,79.2,0,0,Marwin Hitz,False,2015-2016,0,5,0,24,0,6-Aug-15,GK,0,0,0,False,0,1,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,0,0,defeat
0,6.52,65,1,0,0,94,home,6,0,0 : 1,969107,2,0,0,0,4,0,76,0,1,Paul Verhaegh,False,2015-2016,0,1,0,50,0,6-Aug-15,DR,2,2,0,False,3,0,2015-2016_matchday_1_Augsburg-Hertha Berlin,2,Augsburg,0,1,defeat
0,6.46,52,1,0,0,94,home,5,0,0 : 1,969107,0,1,0,0,0,0,91.1,0,1,Ragnar Klavan,False,2015-2016,0,2,0,45,0,6-Aug-15,DC,0,1,2,False,2,3,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,2,0,defeat
0,6.99,65,0,0,1,94,home,4,0,0 : 1,969107,1,1,0,0,0,0,81.5,1,3,Jeong-Ho Hong,False,2015-2016,0,2,0,54,0,6-Aug-15,DC,0,8,0,False,1,5,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,0,0,defeat
0,6.84,27,3,0,0,70,home,4,0,0 : 1,969107,0,1,0,0,1,1,68.8,0,1,Markus Feulner,False,2015-2016,0,1,0,16,0,6-Aug-15,DL,1,1,0,False,3,1,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,4,0,defeat
0,6.74,84,2,0,0,94,home,12,0,0 : 1,969107,2,2,0,0,1,0,85.7,0,0,Daniel Baier,False,2015-2016,0,7,0,77,0,6-Aug-15,DMC,1,0,0,False,0,1,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,6,0,defeat
0,6.81,40,2,0,0,81,home,3,0,0 : 1,969107,0,2,0,0,0,0,78.1,0,3,Dominik Kohr,True,2015-2016,0,2,0,32,0,6-Aug-15,DMC,0,2,1,False,1,5,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,3,0,defeat
0,7.17,48,1,0,0,94,home,3,0,0 : 1,969107,2,4,0,0,6,1,69,1,4,Alexander Esswein,False,2015-2016,1,2,0,29,0,6-Aug-15,AMR,2,0,2,False,2,1,2015-2016_matchday_1_Augsburg-Hertha Berlin,1,Augsburg,1,0,defeat
0,6.05,20,1,0,0,56,home,2,0,0 : 1,969107,1,1,0,0,0,0,86.7,0,0,Halil Altintop,False,2015-2016,0,1,0,15,0,6-Aug-15,AMC,0,0,0,False,0,0,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,0,2,defeat
0,7.14,42,1,0,0,94,home,1,0,0 : 1,969107,3,3,0,0,7,0,60,0,3,Tobias Werner,False,2015-2016,0,1,0,25,0,6-Aug-15,AML,0,0,0,False,5,4,2015-2016_matchday_1_Augsburg-Hertha Berlin,2,Augsburg,1,0,defeat
0,6.09,17,0,0,0,46,home,0,0,0 : 1,969107,3,1,0,0,4,1,75,0,2,Raúl Bobadilla,True,2015-2016,0,0,0,8,0,6-Aug-15,FW,1,0,0,True,1,1,2015-2016_matchday_1_Augsburg-Hertha Berlin,2,Augsburg,2,1,defeat
0,6.35,12,0,0,0,38,home,0,0,0 : 1,969107,2,2,0,0,0,0,62.5,0,1,Caiuby,False,2015-2016,0,0,0,8,0,6-Aug-15,Sub,1,0,1,False,0,2,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,1,0,defeat
0,6.26,3,0,0,0,13,home,0,0,0 : 1,969107,0,2,0,0,0,0,0,1,1,Sascha Mölders,False,2015-2016,0,0,0,1,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,0,0,defeat
0,6.37,12,1,0,0,24,home,1,0,0 : 1,969107,0,0,0,0,1,0,66.7,0,0,Philipp Max,False,2015-2016,0,1,0,9,0,6-Aug-15,Sub,0,0,0,False,1,1,2015-2016_matchday_1_Augsburg-Hertha Berlin,1,Augsburg,1,0,defeat
0,-,0,0,0,0,94,home,0,0,0 : 1,969107,0,0,0,0,0,0,0,0,0,Alexander Manninger,False,2015-2016,0,0,0,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,0,0,defeat
0,-,0,0,0,0,94,home,0,0,0 : 1,969107,0,0,0,0,0,0,0,0,0,Jan-Ingwer Callsen-Bracker,False,2015-2016,0,0,0,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,0,0,defeat
0,-,0,0,0,0,94,home,0,0,0 : 1,969107,0,0,0,0,0,0,0,0,0,Christoph Janker,False,2015-2016,0,0,0,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,0,0,defeat
0,-,0,0,0,0,94,home,0,0,0 : 1,969107,0,0,0,0,0,0,0,0,0,Dong-Won Ji,False,2015-2016,0,0,0,0,0,6-Aug-15,Sub,0,0,0,False,0,0,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Augsburg,0,0,defeat
0,7.54,56,0,0,0,94,away,27,0,0 : 1,969107,0,0,0,0,0,0,57.5,0,0,Thomas Kraft,False,2015-2016,0,10,1,40,0,6-Aug-15,GK,0,2,0,False,0,1,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Hertha Berlin,0,0,win
0,6.98,64,0,0,1,94,away,9,0,0 : 1,969107,0,1,0,0,3,0,85.1,0,3,Peter Pekarík,False,2015-2016,0,5,1,47,0,6-Aug-15,DR,1,6,1,False,1,2,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Hertha Berlin,2,0,win
0,7.81,81,2,0,3,94,away,13,0,0 : 1,969107,0,0,0,0,0,0,91.2,0,1,Sebastian Langkamp,True,2015-2016,0,10,1,68,0,6-Aug-15,DC,1,6,0,False,1,6,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Hertha Berlin,4,0,win
0,7.88,72,2,0,3,94,away,16,0,0 : 1,969107,0,0,0,0,0,0,89.7,0,0,Fabian Lustenberger,False,2015-2016,0,14,1,58,0,6-Aug-15,DC,1,5,0,False,2,4,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Hertha Berlin,4,0,win
0,6.65,47,0,0,0,94,away,4,0,0 : 1,969107,0,0,0,0,6,0,81.6,0,2,Marvin Plattenhardt,False,2015-2016,0,3,1,38,0,6-Aug-15,DL,0,1,1,False,0,2,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Hertha Berlin,1,0,win
0,6.96,57,1,0,0,94,away,3,0,0 : 1,969107,1,0,0,0,0,0,92,0,2,Per Skjelbred,False,2015-2016,0,2,1,50,0,6-Aug-15,DMC,0,2,0,False,3,0,2015-2016_matchday_1_Augsburg-Hertha Berlin,0,Hertha Berlin,0,0,win
