bigError,rating,keyPassTotal,dribbleWon,shotsTotal,shotOnTarget,pointsWon,passThroughBallAccurate,goalScored,turnover,playedMinutes,pitch,dispossessed,passSuccessInMatch,duelAerialWon,foulCommitted,touches,bigClearance,tackleWonTotal,passLongBallTotal,offsideGiven,passLongBallAccurate,totalPasses,score,foulGiven,bigChanceMiss,passCrossTotal,clearanceTotal,yellowCard,season,passThroughBallTotal,interceptionAll,assists,date,passCrossAccurate,name,redCard,shotBlocked,matchIdentifier,substituted,matchdayIdentifier,team,scoreTeam,position,result
0,6.32,0,0,0,0,0,0,0,0,93,home,0,66.7,0,0,58,0,0,20,0,9,36,0 : 1,0,0,0,0,False,2015-2016,0,1,0,21-Feb-16,0,Bernd Leno,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,GK,defeat
0,6.58,0,2,0,0,0,0,0,2,56,home,1,56.5,0,0,33,0,0,2,0,1,23,0 : 1,0,0,0,3,False,2015-2016,0,1,0,21-Feb-16,0,Tin Jedvaj,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,DR,defeat
0,7.06,0,0,2,1,0,0,0,0,93,home,0,64.3,3,1,68,0,3,13,0,2,56,0 : 1,0,0,0,1,False,2015-2016,0,3,0,21-Feb-16,0,Jonathan Tah,False,1,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,DC,defeat
0,6.62,0,0,1,1,0,0,0,0,45,home,0,76.7,1,0,32,0,0,6,0,3,30,0 : 1,0,0,0,0,False,2015-2016,0,1,0,21-Feb-16,0,Ömer Toprak,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,DC,defeat
0,6.68,0,3,0,0,0,0,0,2,93,home,0,69.2,1,5,59,0,3,7,0,1,39,0 : 1,2,0,1,0,True,2015-2016,0,3,0,21-Feb-16,0,Wendell,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,DL,defeat
0,6.99,5,1,0,0,0,0,0,1,93,home,2,75,0,0,50,0,2,1,0,0,32,0 : 1,1,0,11,0,False,2015-2016,0,1,0,21-Feb-16,4,Admir Mehmedi,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,MR,defeat
0,7.13,0,3,0,0,0,0,0,2,93,home,2,78.4,2,2,67,0,4,0,0,0,51,0 : 1,1,0,0,0,False,2015-2016,0,3,0,21-Feb-16,0,Christoph Kramer,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,MC,defeat
0,6.31,0,0,1,0,0,0,0,1,45,home,0,80,1,1,30,0,0,3,0,2,25,0 : 1,0,0,0,0,True,2015-2016,0,2,0,21-Feb-16,0,Kevin Kampl,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,MC,defeat
0,6.65,1,1,2,0,0,0,0,0,93,home,2,68.4,0,5,36,0,5,1,0,0,19,0 : 1,2,0,1,0,True,2015-2016,0,1,0,21-Feb-16,1,Karim Bellarabi,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,ML,defeat
0,6.56,0,1,0,0,0,0,0,2,93,home,3,52.4,9,3,31,0,1,0,0,0,21,0 : 1,2,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Stefan Kießling,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,FW,defeat
0,6.06,1,0,3,0,0,0,0,2,93,home,0,70,2,2,30,0,2,0,2,0,20,0 : 1,2,0,0,0,True,2015-2016,0,0,0,21-Feb-16,0,Chicharito,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,FW,defeat
0,6.25,0,0,0,0,0,0,0,1,48,home,0,82.4,2,0,37,0,1,6,0,3,34,0 : 1,0,0,0,0,False,2015-2016,0,1,0,21-Feb-16,0,André Ramalho,False,0,969759,True,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,Sub,defeat
0,6.21,0,0,0,0,0,0,0,1,37,home,0,73.3,0,0,22,0,1,2,0,1,15,0 : 1,0,0,2,1,False,2015-2016,0,2,0,21-Feb-16,0,Roberto Hilbert,False,0,969759,True,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,Sub,defeat
0,6.20,0,0,0,0,0,0,0,0,48,home,0,55.6,2,1,22,0,1,2,0,0,18,0 : 1,0,0,0,1,True,2015-2016,0,0,0,21-Feb-16,0,Kyriakos Papadopoulos,False,1,969759,True,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Robbie Kruse,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Dario Kresic,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Julian Brandt,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Marlon Frey,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Leverkusen,0,Sub,defeat
0,7.20,0,0,0,0,3,0,0,0,93,away,0,64.9,0,0,63,0,0,17,0,4,37,0 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Roman Bürki,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,GK,win
0,6.93,0,0,0,0,3,0,0,0,93,away,0,77.3,2,0,51,0,2,3,0,1,44,0 : 1,2,0,0,2,False,2015-2016,0,0,0,21-Feb-16,0,Lukasz Piszczek,False,1,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,DR,win
0,7.25,0,1,0,0,3,0,0,0,93,away,0,73.2,6,1,63,0,0,12,0,4,56,0 : 1,0,0,0,3,False,2015-2016,0,2,0,21-Feb-16,0,Mats Hummels,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,DC,win
0,7.46,0,1,1,0,3,0,0,2,76,away,1,80.6,4,2,81,0,2,13,0,8,67,0 : 1,1,0,0,4,False,2015-2016,0,1,0,21-Feb-16,0,Sokratis,False,2,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,DC,win
0,8.50,1,3,0,0,3,0,0,4,93,away,1,59.3,4,1,52,0,2,2,0,0,27,0 : 1,3,0,1,6,True,2015-2016,0,5,1,21-Feb-16,0,Erik Durm,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,DL,win
0,7.23,1,0,1,0,3,1,0,1,93,away,3,76.5,1,1,47,0,4,2,0,1,34,0 : 1,2,0,0,3,False,2015-2016,1,1,0,21-Feb-16,0,Matthias Ginter,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,MC,win
0,6.54,1,1,0,0,3,0,0,5,93,away,1,72,0,2,38,0,2,2,0,1,25,0 : 1,3,0,0,1,False,2015-2016,0,0,0,21-Feb-16,0,Moritz Leitner,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,MC,win
0,7.45,0,0,0,0,3,0,0,0,67,away,1,72.5,3,1,55,0,3,3,0,0,40,0 : 1,1,0,0,1,False,2015-2016,0,6,0,21-Feb-16,0,Sven Bender,False,1,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,MC,win
0,7.04,1,0,0,0,3,0,0,1,93,away,2,62.9,1,1,59,0,2,2,0,1,35,0 : 1,4,0,2,2,False,2015-2016,0,5,0,21-Feb-16,1,Henrikh Mkhitaryan,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,FWR,win
0,7.28,0,1,3,1,3,0,1,2,93,away,1,81.3,0,0,30,0,1,0,2,0,16,0 : 1,1,0,2,1,False,2015-2016,0,0,0,21-Feb-16,0,Pierre-Emerick Aubameyang,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,FW,win
0,6.77,1,1,0,0,3,0,0,0,45,away,1,62.5,1,0,17,0,0,1,0,1,8,0 : 1,1,0,0,0,False,2015-2016,0,4,0,21-Feb-16,0,Christian Pulisic,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,FWL,win
0,6.27,0,0,0,0,3,0,0,1,26,away,0,77.8,2,0,11,0,1,0,0,0,9,0 : 1,1,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Julian Weigl,False,0,969759,True,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,Sub,win
0,6.20,0,0,2,1,3,0,0,2,48,away,1,75,0,1,17,0,1,0,0,0,8,0 : 1,1,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Marco Reus,False,0,969759,True,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,Sub,win
0,6.16,0,0,0,0,3,0,0,0,17,away,0,66.7,0,0,5,0,0,1,0,0,3,0 : 1,0,0,0,1,False,2015-2016,0,0,0,21-Feb-16,0,Neven Subotic,False,1,969759,True,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,Sub,win
0,-,0,0,0,0,3,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Adrián Ramos,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,Sub,win
0,-,0,0,0,0,3,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Marcel Schmelzer,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,Sub,win
0,-,0,0,0,0,3,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Roman Weidenfeller,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,Sub,win
0,-,0,0,0,0,3,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Shinji Kagawa,False,0,969759,False,2015-2016_matchday_23.0_Bayer Leverkusen-Borussia Dortmund,Dortmund,1,Sub,win
0,7.53,0,0,0,0,1,0,0,0,91,home,0,52.8,0,0,52,0,0,26,0,9,36,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Ralf Fährmann,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,GK,tie
0,7.27,2,0,0,0,1,1,0,2,91,home,0,68.8,4,1,47,0,2,5,0,2,32,1 : 1,1,0,1,6,False,2015-2016,1,3,0,21-Feb-16,0,Júnior Caiçara,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,DR,tie
0,7.17,0,0,3,0,1,0,0,0,91,home,0,88.6,5,0,47,0,0,10,0,7,35,1 : 1,2,0,0,3,False,2015-2016,0,3,0,21-Feb-16,0,Joel Matip,False,3,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,DC,tie
0,6.99,0,0,0,0,1,0,0,0,91,home,0,91.5,1,1,61,0,2,9,0,8,47,1 : 1,0,0,0,6,False,2015-2016,0,2,0,21-Feb-16,0,Roman Neustädter,False,1,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,DC,tie
0,7.26,2,0,0,0,1,0,0,1,91,home,1,71.8,3,2,56,0,4,5,1,2,39,1 : 1,0,0,2,3,False,2015-2016,0,3,0,21-Feb-16,1,Sead Kolasinac,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,DL,tie
0,7.36,1,1,3,1,1,0,0,2,91,home,1,87.5,4,1,48,0,2,2,0,0,32,1 : 1,2,0,0,4,False,2015-2016,0,2,0,21-Feb-16,0,Leon Goretzka,False,1,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,DMC,tie
0,7.19,4,1,0,0,1,0,0,1,91,home,0,77.8,1,1,62,0,2,8,0,3,45,1 : 1,1,0,6,3,False,2015-2016,0,2,0,21-Feb-16,2,Johannes Geis,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,DMC,tie
0,6.88,1,2,3,1,1,0,0,1,91,home,4,73.7,4,2,39,0,2,1,1,0,19,1 : 1,2,0,0,3,True,2015-2016,0,0,0,21-Feb-16,0,Alessandro Schöpf,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,AMR,tie
0,7.61,3,0,1,1,1,1,1,2,84,home,2,87,1,2,35,0,2,1,0,1,23,1 : 1,2,0,0,1,True,2015-2016,1,0,0,21-Feb-16,0,Younes Belhanda,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,AMC,tie
0,6.13,0,1,0,0,1,0,0,0,21,home,1,50,0,0,14,0,0,0,0,0,10,1 : 1,2,0,0,0,False,2015-2016,0,1,0,21-Feb-16,0,Eric Maxim Choupo-Moting,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,AML,tie
0,6.77,0,0,3,1,1,0,0,3,70,home,0,61.1,5,1,27,0,0,0,0,0,18,1 : 1,1,0,0,2,False,2015-2016,0,0,0,21-Feb-16,0,Klaas-Jan Huntelaar,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,FW,tie
0,6.02,0,1,1,0,1,0,0,0,21,home,1,83.3,0,2,10,0,0,0,0,0,6,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Franco Di Santo,False,0,969758,True,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,Sub,tie
0,6.28,0,1,1,1,1,0,0,2,70,home,0,63.2,2,3,30,0,1,0,1,0,19,1 : 1,1,0,0,1,True,2015-2016,0,0,0,21-Feb-16,0,Leroy Sané,False,0,969758,True,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,Sub,tie
0,6.08,0,0,0,0,1,0,0,0,7,home,0,0,0,0,2,0,0,0,0,0,0,1 : 1,0,0,0,1,False,2015-2016,0,0,0,21-Feb-16,0,Dennis Aogo,False,0,969758,True,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,Sub,tie
0,-,0,0,0,0,1,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Marvin Friedrich,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,Sub,tie
0,-,0,0,0,0,1,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Fabian Giefer,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,Sub,tie
0,-,0,0,0,0,1,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Sidney Sam,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,Sub,tie
0,-,0,0,0,0,1,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Sascha Riether,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Schalke,1,Sub,tie
0,6.66,0,0,0,0,1,0,0,1,91,away,0,56,0,0,42,0,0,17,0,6,25,1 : 1,0,0,0,1,False,2015-2016,0,0,0,21-Feb-16,0,Przemyslaw Tyton,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,GK,tie
0,6.51,0,0,0,0,1,0,0,1,91,away,0,80.6,1,2,45,0,3,4,0,3,36,1 : 1,2,0,2,0,False,2015-2016,0,1,0,21-Feb-16,0,Kevin Großkreutz,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,DR,tie
0,6.44,0,0,0,0,1,0,0,0,91,away,0,88.6,0,0,51,0,3,4,0,0,44,1 : 1,2,0,0,2,False,2015-2016,0,1,0,21-Feb-16,0,Georg Niedermeier,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,DC,tie
0,6.46,0,0,0,0,1,0,0,0,91,away,0,79.6,3,1,61,0,0,6,0,2,54,1 : 1,0,0,0,3,False,2015-2016,0,2,0,21-Feb-16,0,Daniel Schwaab,False,1,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,DC,tie
0,7.09,4,1,0,0,1,0,0,2,91,away,0,65.8,1,1,60,0,2,8,0,3,38,1 : 1,1,0,3,4,False,2015-2016,0,3,0,21-Feb-16,1,Emiliano Insúa,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,DL,tie
0,7.16,2,0,1,0,1,0,0,0,70,away,0,82.9,3,1,43,0,3,7,0,5,35,1 : 1,2,0,0,1,False,2015-2016,0,3,0,21-Feb-16,0,Geoffroy Serey Dié,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,DMC,tie
0,6.94,4,0,1,0,1,0,0,4,91,away,2,76.9,0,1,63,0,4,4,0,1,39,1 : 1,0,0,4,1,False,2015-2016,0,3,0,21-Feb-16,1,Lukas Rupp,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,MR,tie
0,5.80,1,0,1,0,1,0,0,4,61,away,1,93.1,0,4,41,0,0,3,0,3,29,1 : 1,1,0,2,0,True,2015-2016,0,2,0,21-Feb-16,0,Daniel Didavi,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,MC,tie
0,6.84,0,1,4,2,1,0,0,1,91,away,0,81.3,1,2,73,0,1,7,0,6,64,1 : 1,4,0,1,0,False,2015-2016,0,1,0,21-Feb-16,0,Christian Gentner,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,MC,tie
0,6.08,0,1,1,1,1,0,0,3,91,away,0,78.1,1,1,56,0,0,1,0,0,32,1 : 1,0,0,12,0,False,2015-2016,0,0,0,21-Feb-16,0,Filip Kostic,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,ML,tie
0,6.30,1,1,5,1,1,0,0,1,66,away,2,94.4,0,0,32,0,1,0,1,0,18,1 : 1,2,0,1,0,False,2015-2016,0,0,0,21-Feb-16,0,Timo Werner,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,FW,tie
0,7.48,0,1,3,3,1,0,1,0,21,away,0,100,0,2,7,0,1,0,0,0,2,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Martin Harnik,False,0,969758,True,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,Sub,tie
0,6.70,2,0,2,1,1,0,0,1,30,away,0,66.7,1,0,28,0,0,3,0,2,18,1 : 1,1,0,5,0,False,2015-2016,0,0,0,21-Feb-16,2,Alexandru Maxim,False,0,969758,True,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,Sub,tie
0,6.11,0,0,1,0,1,0,0,0,25,away,0,100,0,1,6,0,0,0,0,0,5,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Artem Kravets,False,0,969758,True,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,Sub,tie
0,-,0,0,0,0,1,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Mitchell Langerak,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,Sub,tie
0,-,0,0,0,0,1,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Florian Klein,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,Sub,tie
0,-,0,0,0,0,1,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Toni Sunjic,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,Sub,tie
0,-,0,0,0,0,1,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,1 : 1,0,0,0,0,False,2015-2016,0,0,0,21-Feb-16,0,Jan Kliment,False,0,969758,False,2015-2016_matchday_23.0_Schalke 04-VfB Stuttgart,Stuttgart,1,Sub,tie
0,6.26,0,0,0,0,0,0,0,0,90,home,0,38.9,0,0,64,0,0,32,0,10,36,0 : 3,0,0,0,0,False,2015-2016,0,0,0,26-Sep-15,0,Loris Karius,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,GK,defeat
0,6.09,0,0,0,0,0,0,0,1,90,home,0,50,2,2,44,0,3,9,1,5,30,0 : 3,1,0,2,4,False,2015-2016,0,1,0,26-Sep-15,0,Daniel Brosinski,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,DR,defeat
0,6.11,0,0,0,0,0,0,0,0,90,home,0,80,0,3,45,0,4,6,0,2,35,0 : 3,0,0,0,1,False,2015-2016,0,3,0,26-Sep-15,0,Stefan Bell,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,DC,defeat
0,6.74,0,0,0,0,0,0,0,0,90,home,0,73.5,3,2,46,0,1,4,0,1,34,0 : 3,0,0,0,3,False,2015-2016,0,7,0,26-Sep-15,0,Niko Bungert,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,DC,defeat
0,5.92,1,0,0,0,0,0,0,0,90,home,0,60.9,2,0,26,0,0,4,0,0,23,0 : 3,2,0,0,1,False,2015-2016,0,1,0,26-Sep-15,0,Pierre Bengtsson,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,DL,defeat
0,6.81,0,1,0,0,0,0,0,0,90,home,3,86.1,0,2,54,0,3,2,0,2,36,0 : 3,3,0,0,0,True,2015-2016,0,8,0,26-Sep-15,0,Julian Baumgartlinger,False,1,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,DMC,defeat
0,5.66,0,0,0,0,0,0,0,0,72,home,1,69.2,0,2,34,0,2,0,0,0,26,0 : 3,0,0,0,0,False,2015-2016,1,3,0,26-Sep-15,0,Danny Latza,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,DMC,defeat
0,6.62,3,1,2,0,0,0,0,1,80,home,0,64.7,2,2,27,0,1,1,0,0,17,0 : 3,0,1,5,0,False,2015-2016,0,0,0,26-Sep-15,3,Christian Clemens,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,AMR,defeat
0,5.91,0,0,0,0,0,0,0,1,66,home,0,66.7,0,0,17,0,1,0,0,0,15,0 : 3,2,0,0,0,False,2015-2016,0,0,0,26-Sep-15,0,Yunus Malli,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,AMC,defeat
0,5.99,0,2,2,1,0,0,0,0,90,home,1,57.9,0,3,29,0,2,2,1,0,19,0 : 3,2,0,0,1,False,2015-2016,0,1,0,26-Sep-15,0,Pablo De Blasis,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,AML,defeat
0,5.76,0,0,2,0,0,0,0,4,90,home,3,80,2,0,21,0,0,0,0,0,10,0 : 3,1,0,0,0,False,2015-2016,0,1,0,26-Sep-15,0,Yoshinori Muto,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,FW,defeat
0,6.13,0,1,0,0,0,0,0,1,18,home,0,100,0,0,10,0,0,0,0,0,8,0 : 3,0,0,0,0,False,2015-2016,0,0,0,26-Sep-15,0,Christoph Moritz,False,0,969628,True,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,Sub,defeat
0,6.11,0,0,0,0,0,0,0,0,10,home,0,50,0,0,5,0,0,0,0,0,2,0 : 3,0,0,1,1,False,2015-2016,0,1,0,26-Sep-15,0,Leon Balogun,False,0,969628,True,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,Sub,defeat
0,6.24,1,1,0,0,0,0,0,0,24,home,0,90,1,1,13,0,0,0,0,0,10,0 : 3,0,0,0,0,False,2015-2016,0,0,0,26-Sep-15,0,Jairo Samperio,False,0,969628,True,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 3,0,0,0,0,False,2015-2016,0,0,0,26-Sep-15,0,Niki Zimling,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 3,0,0,0,0,False,2015-2016,0,0,0,26-Sep-15,0,Gaëtan Bussmann,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 3,0,0,0,0,False,2015-2016,0,0,0,26-Sep-15,0,Florian Niederlechner,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 3,0,0,0,0,False,2015-2016,0,0,0,26-Sep-15,0,Gianluca Curci,False,0,969628,False,2015-2016_matchday_6.0_Mainz 05-Bayern Munich,Mainz,0,Sub,defeat
