bigError,rating,keyPassTotal,dribbleWon,shotsTotal,shotOnTarget,pointsWon,passThroughBallAccurate,goalScored,turnover,playedMinutes,pitch,dispossessed,passSuccessInMatch,duelAerialWon,foulCommitted,touches,bigClearance,tackleWonTotal,passLongBallTotal,offsideGiven,passLongBallAccurate,totalPasses,score,foulGiven,bigChanceMiss,passCrossTotal,clearanceTotal,yellowCard,season,passThroughBallTotal,interceptionAll,assists,date,passCrossAccurate,name,redCard,shotBlocked,matchIdentifier,substituted,matchdayIdentifier,team,scoreTeam,position,result
0,6.99,0,0,0,0,3,0,0,0,92,home,0,68.6,0,0,64,0,0,19,0,8,35,2 : 1,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Koen Casteels,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,GK,win
0,7.15,0,1,0,0,3,0,0,1,92,home,0,80.9,1,0,86,0,3,12,0,6,68,2 : 1,5,0,3,1,False,2015-2016,0,2,0,0-Aug-15,0,Vieirinha,False,2,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,DR,win
0,7.16,0,0,0,0,3,0,0,0,92,home,0,89.6,1,2,90,0,1,15,0,10,77,2 : 1,0,0,0,4,False,2015-2016,0,6,0,0-Aug-15,0,Naldo,False,1,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,DC,win
0,6.85,0,0,0,0,3,0,0,0,92,home,0,87.8,2,2,92,0,1,16,0,12,82,2 : 1,1,0,0,3,False,2015-2016,0,3,0,0-Aug-15,0,Timm Klose,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,DC,win
0,7.15,0,2,1,0,3,0,0,1,92,home,1,78.6,3,1,70,0,1,11,0,5,56,2 : 1,2,0,5,1,False,2015-2016,0,2,0,0-Aug-15,3,Ricardo Rodríguez,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,DL,win
0,7.90,1,2,0,0,3,0,0,0,92,home,0,94.3,2,0,70,0,3,7,0,5,53,2 : 1,1,0,0,2,False,2015-2016,0,6,0,0-Aug-15,0,Josuha Guilavogui,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,DMC,win
0,7.25,0,1,0,0,3,0,0,0,77,home,1,89.6,1,3,57,0,4,7,0,5,48,2 : 1,6,0,0,0,False,2015-2016,0,2,0,0-Aug-15,0,Maximilian Arnold,False,1,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,DMC,win
0,7.65,1,1,1,1,3,0,1,0,92,home,1,76.7,0,1,40,0,2,3,2,3,30,2 : 1,1,0,2,1,False,2015-2016,0,0,0,0-Aug-15,0,Ivan Perisic,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,AMR,win
0,7.63,1,4,0,0,3,0,0,3,92,home,0,90.9,1,1,57,0,1,6,0,5,44,2 : 1,0,0,1,0,False,2015-2016,0,1,1,0-Aug-15,1,Max Kruse,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,AMC,win
0,6.35,0,0,2,1,3,0,0,3,74,home,3,78.6,0,3,60,0,0,6,0,3,42,2 : 1,1,0,7,0,True,2015-2016,0,0,0,0-Aug-15,4,Kevin De Bruyne,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,AML,win
0,7.50,0,1,1,1,3,0,1,1,85,home,0,75,1,1,30,0,1,1,1,1,24,2 : 1,0,0,0,1,False,2015-2016,0,0,0,0-Aug-15,0,Bas Dost,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,FW,win
0,6.01,0,0,0,0,3,0,0,0,7,home,0,100,0,0,2,0,0,1,0,1,2,2 : 1,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Nicklas Bendtner,False,0,969100,True,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,Sub,win
0,6.24,0,1,0,0,3,0,0,1,18,home,0,90.5,0,0,23,0,0,0,0,0,21,2 : 1,2,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Aaron Hunt,False,0,969100,True,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,Sub,win
0,6.10,0,0,0,0,3,0,0,0,15,home,0,75,0,0,10,0,1,1,0,0,8,2 : 1,0,0,0,1,False,2015-2016,0,0,0,0-Aug-15,0,Christian Träsch,False,0,969100,True,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,Sub,win
0,-,0,0,0,0,3,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,2 : 1,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Robin Knoche,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,Sub,win
0,-,0,0,0,0,3,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,2 : 1,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Marcel Schäfer,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,Sub,win
0,-,0,0,0,0,3,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,2 : 1,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Max Grün,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,Sub,win
0,-,0,0,0,0,3,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,2 : 1,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Daniel Caligiuri,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Wolfsburg,2,Sub,win
0,6.10,0,0,0,0,0,0,0,0,92,away,0,73.3,1,0,51,0,0,17,0,9,30,2 : 1,0,0,0,1,False,2015-2016,0,0,0,0-Aug-15,0,Lukas Hradecky,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,GK,defeat
0,6.38,2,0,0,0,0,0,0,0,92,away,1,86.1,1,2,50,0,0,5,0,3,43,2 : 1,2,0,1,1,False,2015-2016,0,2,0,0-Aug-15,0,Makoto Hasebe,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,DR,defeat
0,6.55,0,0,2,1,0,0,0,0,92,away,0,85.7,3,1,56,0,2,8,0,5,42,2 : 1,0,0,0,8,False,2015-2016,0,0,0,0-Aug-15,0,David Abraham,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,DC,defeat
0,5.98,0,0,0,0,0,0,0,0,92,away,0,80,0,1,41,0,1,5,0,1,35,2 : 1,1,0,0,2,True,2015-2016,0,2,0,0-Aug-15,0,Carlos Zambrano,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,DC,defeat
0,6.63,2,1,1,0,0,0,0,2,92,away,1,89.3,0,1,45,0,1,2,0,1,28,2 : 1,1,0,2,1,False,2015-2016,0,3,0,0-Aug-15,1,Bastian Oczipka,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,DL,defeat
0,6.81,2,1,0,0,0,0,0,2,92,away,1,70,3,3,44,0,4,1,1,1,30,2 : 1,1,0,3,0,False,2015-2016,1,0,0,0-Aug-15,1,Stefan Aigner,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,MR,defeat
0,5.97,0,0,1,0,0,0,0,2,75,away,0,76.9,1,1,33,0,0,0,1,0,26,2 : 1,2,0,0,0,False,2015-2016,0,1,0,0-Aug-15,0,Marco Russ,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,MC,defeat
1,6.56,0,1,1,1,0,0,1,0,92,away,2,78,1,3,62,0,1,6,0,2,50,2 : 1,1,0,0,3,False,2015-2016,0,4,0,0-Aug-15,0,Stefan Reinartz,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,MC,defeat
0,6.22,1,0,0,0,0,0,0,0,45,away,1,66.7,0,1,14,0,1,1,0,1,9,2 : 1,1,0,1,0,False,2015-2016,0,1,0,0-Aug-15,1,Takashi Inui,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,ML,defeat
0,7.02,1,3,1,0,0,0,0,1,82,away,1,71.4,0,5,24,0,1,2,2,2,14,2 : 1,1,0,0,0,False,2015-2016,0,1,0,0-Aug-15,0,Luc Castaignos,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,FW,defeat
0,7.53,3,3,2,1,0,0,0,0,92,away,3,69.7,1,0,48,0,0,2,3,2,33,2 : 1,3,0,2,1,False,2015-2016,0,0,1,0-Aug-15,0,Haris Seferovic,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,FW,defeat
0,6.63,1,0,1,1,0,0,0,0,47,away,0,72.7,1,1,32,0,0,3,0,0,22,2 : 1,0,0,3,2,False,2015-2016,0,1,0,0-Aug-15,1,Aleksandar Ignjovski,False,0,969100,True,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,Sub,defeat
0,6.16,0,0,1,1,0,0,0,0,10,away,0,0,0,0,2,0,0,0,0,0,1,2 : 1,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Luca Waldschmidt,False,0,969100,True,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,Sub,defeat
0,6.46,0,1,3,1,0,0,0,1,17,away,1,75,0,0,14,0,0,0,0,0,4,2 : 1,1,0,0,0,False,2015-2016,0,2,0,0-Aug-15,0,Joel Gerezgiher,False,0,969100,True,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,2 : 1,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Heinz Lindner,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,2 : 1,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Vaclav Kadlec,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,2 : 1,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Johannes Flum,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,2 : 1,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Constant Djakpa,False,0,969100,False,2015-2016_matchday_1_Wolfsburg-Eintracht Frankfurt,Frankfurt,1,Sub,defeat
0,5.32,0,0,0,0,0,0,0,0,93,home,0,79,0,1,36,0,0,10,0,6,19,1 : 3,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Przemyslaw Tyton,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,GK,defeat
0,6.49,1,0,0,0,0,0,0,0,93,home,0,72.2,2,0,49,0,2,7,0,1,36,1 : 3,0,0,2,3,False,2015-2016,0,3,0,0-Aug-15,1,Florian Klein,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,DR,defeat
0,6.15,0,0,1,1,0,0,0,0,93,home,0,84.5,1,1,67,0,1,10,0,4,58,1 : 3,0,0,0,3,False,2015-2016,0,2,0,0-Aug-15,0,Adam Hlousek,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,DC,defeat
0,5.97,0,0,0,0,0,0,0,0,93,home,0,81.8,5,3,48,0,0,4,0,3,44,1 : 3,1,0,0,4,True,2015-2016,0,0,0,0-Aug-15,0,Timo Baumgartl,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,DC,defeat
0,6.67,3,0,1,0,0,0,0,1,84,home,0,77.1,1,1,52,0,2,3,0,1,35,1 : 3,1,0,2,4,True,2015-2016,0,3,0,0-Aug-15,1,Emiliano Insúa,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,DL,defeat
0,8.31,3,1,10,4,0,0,1,1,93,home,0,75,5,1,55,0,3,4,0,2,32,1 : 3,1,1,2,1,False,2015-2016,0,1,0,0-Aug-15,0,Daniel Didavi,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,MR,defeat
0,6.18,0,0,2,0,0,0,0,2,93,home,1,76.7,1,2,56,0,0,6,1,2,43,1 : 3,1,1,2,0,True,2015-2016,0,3,0,0-Aug-15,0,Christian Gentner,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,MC,defeat
0,6.19,1,0,3,0,0,0,0,3,75,home,0,78.8,2,2,44,0,2,5,1,3,33,1 : 3,0,0,2,0,False,2015-2016,0,0,0,0-Aug-15,0,Lukas Rupp,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,MC,defeat
0,8.58,5,8,3,0,0,0,0,1,93,home,1,66.7,1,0,69,0,1,3,0,2,30,1 : 3,2,0,18,1,False,2015-2016,0,2,0,0-Aug-15,4,Filip Kostic,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,ML,defeat
0,7.06,2,2,5,3,0,0,0,3,80,home,0,64,1,1,41,0,0,1,0,1,25,1 : 3,0,0,0,1,False,2015-2016,0,0,0,0-Aug-15,0,Martin Harnik,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,FW,defeat
0,6.85,1,3,3,0,0,0,0,2,93,home,1,69.6,6,0,39,0,0,0,1,0,23,1 : 3,2,0,2,0,False,2015-2016,0,0,0,0-Aug-15,0,Daniel Ginczek,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,FW,defeat
0,5.84,0,0,0,0,0,0,0,0,13,home,0,100,0,1,1,0,0,0,1,0,1,1 : 3,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Jan Kliment,False,0,969103,True,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,Sub,defeat
0,5.83,0,0,0,0,0,0,0,0,9,home,0,40,0,0,7,0,0,1,0,0,5,1 : 3,0,0,1,0,False,2015-2016,0,0,0,0-Aug-15,0,Timo Werner,False,0,969103,True,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,Sub,defeat
0,6.22,2,0,0,0,0,0,0,0,18,home,1,90.9,1,0,14,0,0,2,0,2,11,1 : 3,0,0,2,0,False,2015-2016,0,0,0,0-Aug-15,1,Alexandru Maxim,False,0,969103,True,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,1 : 3,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Carlos Gruezo,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,1 : 3,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Daniel Schwaab,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,1 : 3,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Georg Niedermeier,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,1 : 3,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Odisseas Vlachodimos,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Stuttgart,1,Sub,defeat
0,7.24,0,0,0,0,3,0,0,0,93,away,0,59,0,0,60,0,0,28,0,13,39,1 : 3,0,0,0,1,False,2015-2016,0,0,0,0-Aug-15,0,Timo Horn,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,GK,win
0,6.94,0,0,0,0,3,0,0,0,67,away,0,47.4,1,0,29,0,2,4,0,0,19,1 : 3,1,0,1,3,False,2015-2016,0,1,0,0-Aug-15,0,Pawel Olkowski,False,1,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,DR,win
0,7.40,0,1,0,0,3,0,0,0,93,away,0,75,3,2,62,0,1,14,0,7,40,1 : 3,2,0,0,13,True,2015-2016,0,3,0,0-Aug-15,0,Frederik Sörensen,False,3,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,DC,win
0,6.99,0,0,0,0,3,0,0,0,93,away,0,71,3,0,44,0,1,9,0,2,31,1 : 3,0,0,0,9,False,2015-2016,0,1,0,0-Aug-15,0,Dominique Heintz,False,1,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,DC,win
0,7.80,1,1,0,0,3,0,0,0,93,away,0,75.9,2,0,48,1,0,5,1,2,29,1 : 3,0,0,3,4,False,2015-2016,0,4,0,0-Aug-15,0,Jonas Hector,False,3,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,DL,win
0,6.76,1,0,1,0,3,0,0,0,93,away,0,79.5,0,0,47,0,0,10,0,6,39,1 : 3,2,1,1,1,False,2015-2016,0,1,0,0-Aug-15,0,Matthias Lehmann,False,2,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,DMC,win
0,6.41,0,1,1,1,3,0,0,2,93,away,2,50,0,2,35,0,2,9,0,5,20,1 : 3,0,0,1,1,False,2015-2016,0,0,0,0-Aug-15,0,Marcel Risse,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,MR,win
0,6.63,0,2,1,0,3,0,0,1,45,away,1,72.7,0,2,21,0,2,0,0,0,11,1 : 3,1,0,0,0,False,2015-2016,0,1,0,0-Aug-15,0,Yannick Gerhardt,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,MC,win
0,6.24,0,0,1,0,3,0,0,1,53,away,0,58.8,2,0,22,0,0,1,1,1,17,1 : 3,0,0,1,1,False,2015-2016,0,0,0,0-Aug-15,0,Milos Jojic,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,MC,win
0,7.19,1,2,2,1,3,0,0,3,93,away,1,66.7,1,0,38,0,3,3,0,1,24,1 : 3,2,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Leonardo Bittencourt,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,ML,win
0,8.65,1,1,1,1,3,0,1,4,93,away,0,53.3,6,1,28,0,0,0,2,0,15,1 : 3,4,0,0,3,False,2015-2016,0,0,1,0-Aug-15,0,Anthony Modeste,False,1,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,FW,win
0,6.80,1,0,1,1,3,0,1,0,26,away,0,100,1,1,12,0,0,2,0,2,7,1 : 3,1,0,1,1,False,2015-2016,0,0,0,0-Aug-15,0,Simon Zoller,False,0,969103,True,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,Sub,win
0,7.15,1,0,0,0,3,0,0,0,48,away,0,60,2,0,28,0,1,4,0,3,20,1 : 3,0,0,0,3,True,2015-2016,0,0,1,0-Aug-15,0,Kevin Vogt,False,1,969103,True,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,Sub,win
0,7.37,0,0,1,1,3,0,1,0,40,away,0,66.7,2,0,13,0,2,0,1,0,9,1 : 3,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Yuya Osako,False,0,969103,True,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,Sub,win
0,-,0,0,0,0,3,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,1 : 3,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Philipp Hosiner,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,Sub,win
0,-,0,0,0,0,3,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,1 : 3,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Thomas Kessler,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,Sub,win
0,-,0,0,0,0,3,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,1 : 3,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Dusan Svento,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,Sub,win
0,-,0,0,0,0,3,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,1 : 3,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Lukas Klünter,False,0,969103,False,2015-2016_matchday_1_Stuttgart-FC Cologne,Cologne,3,Sub,win
0,6.11,0,0,0,0,0,0,0,0,92,home,0,25.9,0,0,40,0,0,26,0,6,27,0 : 4,0,0,0,1,False,2015-2016,0,0,0,0-Aug-15,0,Örjan Nyland,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,GK,defeat
0,5.43,0,0,0,0,0,0,0,2,92,home,0,74.1,0,1,36,0,1,4,0,1,27,0 : 4,1,0,1,1,False,2015-2016,0,1,0,0-Aug-15,0,Tobias Levels,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,DR,defeat
0,5.57,0,0,1,0,0,0,0,0,92,home,0,50,1,0,27,0,0,9,0,3,18,0 : 4,0,0,0,7,False,2015-2016,0,0,0,0-Aug-15,0,Romain Brégerie,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,DC,defeat
0,7.04,0,0,0,0,0,0,0,0,45,home,0,57.1,4,2,15,0,1,2,0,1,7,0 : 4,0,0,0,4,False,2015-2016,0,1,0,0-Aug-15,0,Benjamin Hübner,False,2,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,DC,defeat
0,6.69,0,1,0,0,0,0,0,0,73,home,0,60.9,3,0,35,0,0,5,0,2,23,0 : 4,0,0,1,4,False,2015-2016,0,5,0,0-Aug-15,0,Konstantin Engel,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,DL,defeat
0,6.13,0,0,0,0,0,0,0,0,92,home,1,70,2,1,37,0,2,6,0,1,30,0 : 4,3,0,0,1,True,2015-2016,0,3,0,0-Aug-15,0,Roger,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,MC,defeat
0,5.67,0,0,0,0,0,0,0,3,92,home,0,58.8,1,2,62,0,1,14,0,5,51,0 : 4,2,0,1,0,False,2015-2016,0,2,0,0-Aug-15,1,Pascal Groß,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,MC,defeat
0,6.97,1,4,0,0,0,0,0,1,92,home,0,41.2,5,5,49,0,2,5,0,1,34,0 : 4,2,0,1,0,False,2015-2016,0,3,0,0-Aug-15,1,Alfredo Morales,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,MC,defeat
0,5.86,0,0,1,1,0,0,0,1,60,home,0,58.3,3,2,21,0,2,0,0,0,12,0 : 4,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Moritz Hartmann,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,FWR,defeat
0,5.86,0,0,0,0,0,0,0,2,92,home,0,69.6,3,0,31,0,1,0,2,0,23,0 : 4,2,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Lukas Hinterseer,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,FW,defeat
0,6.17,1,2,0,0,0,0,0,4,92,home,2,60,5,2,46,0,0,3,0,2,25,0 : 4,4,0,0,0,True,2015-2016,0,2,0,0-Aug-15,0,Mathew Leckie,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,FWL,defeat
0,6.02,0,0,0,0,0,0,0,0,19,home,0,75,2,0,5,0,1,1,0,0,4,0 : 4,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Markus Suttner,False,0,969579,True,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,Sub,defeat
0,5.85,0,0,1,1,0,0,0,1,32,home,0,25,0,2,6,0,0,2,2,0,4,0 : 4,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Stefan Lex,False,0,969579,True,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,Sub,defeat
0,6.10,0,0,0,0,0,0,0,0,47,home,0,81.8,3,1,16,0,1,0,0,0,11,0 : 4,0,0,0,2,False,2015-2016,0,0,0,0-Aug-15,0,Marvin Matip,False,1,969579,True,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 4,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Ramazan Özcan,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 4,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Elias Kachunga,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 4,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Almog Cohen,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,Sub,defeat
0,-,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0 : 4,0,0,0,0,False,2015-2016,0,0,0,0-Aug-15,0,Robert Bauer,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Ingolstadt,0,Sub,defeat
0,7.57,0,1,0,0,3,0,0,0,92,away,0,79.3,0,0,57,0,0,11,0,5,29,0 : 4,0,0,0,2,False,2015-2016,0,0,0,0-Aug-15,0,Roman Bürki,False,0,969579,False,2015-2016_matchday_0.333333333333_Ingolstadt-Borussia Dortmund,Dortmund,4,GK,win
